title,original_title,year,rating,duration,description,genres,detail_url,actors,metascore
La haine,La haine,1995,8.1,98,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"['Crime', 'Drama']",https://www.imdb.com/title/tt0113247/,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse', 'Choukri Gabteni', 'Nabil Ben Mhamed', 'Benoît Magimel', 'Médard Niang', 'Arash Mansour', 'Abdel-Moulah Boujdouni', 'Mathilde Vitry', 'Christian Moro']",
The Seventh Seal,Det sjunde inseglet,1957,8.1,96,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","['Drama', 'Fantasy']",https://www.imdb.com/title/tt0050976/,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Bibi Andersson', 'Inga Gill', 'Maud Hansson', 'Inga Landgré', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Åke Fridell', 'Gunnar Olsson', 'Erik Strandmark', 'Siv Aleros', 'Sten Ardenstam', 'Harry Asklund', 'Benkt-Åke Benktsson']",88
Room,Room,2015,8.1,118,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","['Drama', 'Thriller']",https://www.imdb.com/title/tt3170832/,"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson', 'Sandy McMaster', 'Matt Gordon', 'Amanda Brugel', 'Joe Pingue', 'Joan Allen', 'Zarrin Darnell-Martin', 'Cas Anvar', 'William H. Macy', 'Jee-Yun Lee', 'Randal Edwards', 'Justin Mader', 'Ola Sturik', 'Rodrigo Fernandez-Stoll', ""Rory O'Shea""]",86
Jai Bhim,Jai Bhim,2021,8.6,164,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","['Crime', 'Drama']",https://www.imdb.com/title/tt15097216/,"['Suriya', 'Lijo Mol Jose', 'Manikandan K.', 'Rajisha Vijayan', 'Prakash Raj', 'Rao Ramesh', 'Guru Somasundaram', 'M.S. Bhaskar', 'V. Jayaprakash', 'Sibi Thomas', 'Ilavarasu', 'Jayarao', 'Sujatha Sivakumar', 'Ravi Venkatraman', 'Tamizh', 'Supergood Subramani', 'Bala Hasan', 'Raja Rani Pandian']",
Hotel Rwanda,Hotel Rwanda,2004,8.1,121,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","['Biography', 'Drama', 'History']",https://www.imdb.com/title/tt0395169/,"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali', 'Desmond Dube', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Rosie Motene', 'Neil McCarthy', ""Mabutho 'Kid' Sithole"", 'Nick Nolte', 'Fana Mokoena', 'Jeremiah Ndlovu', 'Lebo Mashile', 'Antonio David Lyons', 'Leleti Khumalo', 'Kgomotso Seitshohlo', 'Lerato Mokgotho']",79
Platoon,Platoon,1986,8.1,120,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","['Drama', 'War']",https://www.imdb.com/title/tt0091763/,"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David', 'Forest Whitaker', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses', 'Corey Glover', 'Johnny Depp', 'Chris Pedersen', 'Bob Orwig', 'Corkey Ford', 'David Neidorf', 'Richard Edson', 'Tony Todd']",92
The Best Years of Our Lives,The Best Years of Our Lives,1946,8.1,170,"Three World War II veterans, two of them traumatized or disabled, return home to the American Midwest to discover that they and their families have been irreparably changed.","['Drama', 'Romance', 'War']",https://www.imdb.com/title/tt0036868/,"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright', 'Virginia Mayo', ""Cathy O'Donnell"", 'Hoagy Carmichael', 'Harold Russell', 'Gladys George', 'Roman Bohnen', 'Ray Collins', 'Minna Gombell', 'Walter Baldwin', 'Steve Cochran', 'Dorothy Adams', 'Don Beddoe', 'Marlene Aames', 'Charles Halton']",93
Before Sunset,Before Sunset,2004,8.1,80,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","['Drama', 'Romance']",https://www.imdb.com/title/tt0381681/,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Rodolphe Pauly', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet']",91
The Sound of Music,The Sound of Music,1965,8.1,172,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"['Biography', 'Drama', 'Family']",https://www.imdb.com/title/tt0059742/,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn', 'Peggy Wood', 'Charmian Carr', 'Heather Menzies-Urich', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath', 'Anna Lee', 'Portia Nelson', 'Ben Wright', 'Daniel Truhitte', 'Norma Varden', 'Gilchrist Stuart']",63
The Exorcist,The Exorcist,1973,8.1,122,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",['Horror'],https://www.imdb.com/title/tt0070047/,"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb', 'Kitty Winn', 'Jack MacGowran', 'Jason Miller', ""William O'Malley"", 'Barton Heyman', 'Peter Masterson', 'Rudolf Schündler', 'Gina Petrushka', 'Robert Symonds', 'Arthur Storch', 'Thomas Bermingham', 'Vasiliki Maliaros', 'Titos Vandis', 'John Mahon']",83
The Incredibles,The Incredibles,2004,8,115,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","['Animation', 'Action', 'Adventure']",https://www.imdb.com/title/tt0317705/,"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter', 'Jason Lee', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Eli Fucile', 'Maeve Andrews', 'Wallace Shawn', 'Spencer Fox', 'Lou Romano', 'Wayne Canney', 'Sarah Vowell', 'Michael Bird', 'Elizabeth Peña', 'Bud Luckey', 'Brad Bird']",90
Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009,8.1,93,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.","['Biography', 'Drama', 'Family']",https://www.imdb.com/title/tt1028532/,"['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer', 'Jason Alexander', 'Erick Avari', 'Davenia McFadden', 'Robbie Sublett', 'Kevin DeCoste', 'Rob Degnan', 'Tora Hallström', 'Donna Sorbello', 'Frank S. Aronson', 'Troy Doherty', 'Ian Sherman', 'Timothy Crowe', 'Denece Ryland', 'Blake Friedman']",
Rush,Rush,2013,8.1,123,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.","['Biography', 'Drama', 'Sport']",https://www.imdb.com/title/tt1979320/,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Julian Rhind-Tutt', 'Colin Stinton', 'Jamie de Courcey', 'Augusto Dallara', 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage']",74
The Wizard of Oz,The Wizard of Oz,1939,8.1,102,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","['Adventure', 'Family', 'Fantasy']",https://www.imdb.com/title/tt0032138/,"['Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr', 'Jack Haley', 'Billie Burke', 'Margaret Hamilton', 'Charley Grapewin', 'Pat Walshe', 'Clara Blandick', 'Terry', 'The Singer Midgets', 'Gladys W. Allison', 'John Ballas', 'Franz Balluck', 'Josefine Balluck', 'Casper Balsam', 'John T. Bambury']",92
The Passion of Joan of Arc,La passion de Jeanne d'Arc,1928,8.1,114,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.","['Biography', 'Drama', 'History']",https://www.imdb.com/title/tt0019254/,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna', 'Alexandre Mihalesco', 'Léon Larive', 'Jean Aymé', 'Camille Bardou', 'Gilbert Dacheux', 'Gilbert Dalleu', 'Paul Delauzac', 'Dimitri Dimitriev']",98
Stand by Me,Stand by Me,1986,8.1,89,A writer recounts a childhood journey with his friends to find the body of a missing boy.,"['Adventure', 'Comedy', 'Drama']",https://www.imdb.com/title/tt0092005/,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver Lipsett', 'Marshall Bell', 'Frances Lee McCain', 'Bruce Kirby', 'William Bronder', 'Scott Beach', 'Richard Dreyfuss', 'John Cusack', 'Madeleine Swift', 'Popeye']",75
My Father and My Son,Babam ve Oglum,2005,8.2,112,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"['Drama', 'Family']",https://www.imdb.com/title/tt0476735/,"['Çetin Tekindor', 'Fikret Kuskan', 'Hümeyra', 'Ege Tanman', 'Serif Sezer', 'Yetkin Dikinciler', 'Binnur Kaya', 'Mahmut Gökgöz', 'Nergis Çorakçi', 'Bilge Sen', 'Tuba Büyüküstün', 'Özge Özberk', 'Erdal Tosun', 'Halit Ergenç', 'Tugyan Akay Kavukçu', 'Ege Kaya', 'Muzaffer Demirel', 'Burak Akçakaya']",
A Silent Voice: The Movie,Koe no katachi,2016,8.1,130,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends.","['Animation', 'Drama']",https://www.imdb.com/title/tt5323662/,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono', 'Yûki Kaneko', 'Yui Ishikawa', 'Megumi Han', 'Toshiyuki Toyonaga', 'Mayu Matsuoka', 'Sachiko Kojima', 'Hana Takeda', 'Fuminori Komatsu', 'Ikuko Tani', 'Elena Kamata', 'Ayano Hamaguchi', 'Ryûnosuke Watanuki', 'Ryô Nishitani', 'Takuya Masumoto']",78
The Iron Giant,The Iron Giant,1999,8.1,86,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"['Animation', 'Action', 'Adventure']",https://www.imdb.com/title/tt0129167/,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel', 'James Gammon', 'Cloris Leachman', 'Christopher McDonald', 'John Mahoney', 'M. Emmet Walsh', 'Jack Angel', 'Bob Bergen', 'Mary Kay Bergman', 'Michael Bird', 'Devon Cole Borisoff', 'Rodger Bumpass', 'Robert Clotworthy', 'Jennifer Darling', 'Zack Eginton']",85
Network,Network,1976,8.1,121,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",['Drama'],https://www.imdb.com/title/tt0074958/,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall', 'Wesley Addy', 'Ned Beatty', 'Arthur Burghardt', 'Bill Burrows', 'John Carpenter', 'Jordan Charney', 'Kathy Cronkite', 'Ed Crowley', 'Jerome Dempsey', 'Conchata Ferrell', 'Gene Gross', 'Stanley Grover', 'Cindy Grover', 'Darryl Hickman']",83
The Handmaiden,Ah-ga-ssi,2016,8.1,145,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.","['Drama', 'Romance', 'Thriller']",https://www.imdb.com/title/tt4016934/,"['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong', 'Moon So-ri', 'Kim Tae-ri', 'Lee Yong-nyeo', 'Yoo Min-chae', 'Lee Dong-hwi', 'Kim Hae-sook', 'Lee Kyu-jung', 'Kim Si-eun', 'Ha Si-yeon', 'Rina Takagi', 'Won Geun-hee', 'Kim Jong-dae', 'Jang Han-sun', 'Kim Eun-yeong', 'Kim Ri-woo']",85
The Battle of Algiers,La battaglia di Algeri,1966,8.1,121,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","['Drama', 'War']",https://www.imdb.com/title/tt0058946/,"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash', 'Ugo Paletti', 'Fouzia El Kader', 'Mohamed Ben Kassen', 'Si Mohamed Baghdadi', 'Franco Morici', 'Tommaso Neri', 'Rouiched', 'Gene Wesson']",96
The Grapes of Wrath,The Grapes of Wrath,1940,8.1,129,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",['Drama'],https://www.imdb.com/title/tt0032551/,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury', 'Frank Sully', 'Frank Darien', 'Darryl Hickman', 'Shirley Mills', 'Roger Imhof', 'Grant Mitchell', 'Charles D. Brown', 'John Arledge']",96
To Be or Not to Be,To Be or Not to Be,1942,8.1,99,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","['Comedy', 'Romance', 'War']",https://www.imdb.com/title/tt0035446/,"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill', 'Stanley Ridges', 'Sig Ruman', 'Tom Dugan', 'Charles Halton', 'George Lynn', 'Henry Victor', 'Maude Eburne', 'Halliwell Hobbes', 'Miles Mander', 'Rudolph Anders', 'Paul Barrett', 'Sven Hugo Borg', 'Danny Borzage']",86
Into the Wild,Into the Wild,2007,8,148,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.","['Adventure', 'Biography', 'Drama']",https://www.imdb.com/title/tt0758758/,"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian H. Dierker', 'Kristen Stewart', 'Hal Holbrook', 'Jim Gallien', ""James O'Neill"", 'Malinda McCollum', 'Paul Knauls', 'Zach Galifianakis', 'Craig Mutsch', 'Jim Beidler', 'John Decker', 'John Hofer']",73
Groundhog Day,Groundhog Day,1993,8,101,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.","['Comedy', 'Drama', 'Fantasy']",https://www.imdb.com/title/tt0107048/,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Marita Geraghty', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke', 'Carol Bivins', 'Willie Garson', 'Ken Hudson Campbell', 'Les Podewell', 'Rod Sell', 'Tom Milanovich', 'John M. Watson Sr.', 'Peggy Roeder']",72
The Help,The Help,2011,8.1,146,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",['Drama'],https://www.imdb.com/title/tt1454029/,"['Viola Davis', 'Emma Stone', 'Octavia Spencer', 'Bryce Dallas Howard', 'Jessica Chastain', ""Ahna O'Reilly"", 'Allison Janney', 'Anna Camp', 'Eleanor Henry', 'Emma Henry', 'Christopher Lowell', 'Cicely Tyson', 'Mike Vogel', 'Sissy Spacek', 'Brian Kerwin', 'Wes Chatham', 'Aunjanue Ellis-Taylor', 'Ted Welch']",62
Gangs of Wasseypur,Gangs of Wasseypur,2012,8.2,321,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","['Action', 'Comedy', 'Crime']",https://www.imdb.com/title/tt1954470/,"['Manoj Bajpayee', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia', 'Richa Chadha', 'Reema Sen', 'Piyush Mishra', 'Huma Qureshi', 'Jaideep Ahlawat', 'Vineet Kumar Singh', 'Pankaj Tripathi', 'Jameel Khan', 'Zeishan Quadri', 'Aditya Kumar', 'Satyakam Anand', 'Rajkummar Rao', 'Vipin Sharma', 'Anurita Jha', 'Faisal Malik']",89
Drishyam,Drishyam,2015,8.2,163,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.","['Crime', 'Drama', 'Mystery']",https://www.imdb.com/title/tt4430212/,"['Ajay Devgn', 'Shriya Saran', 'Tabu', 'Rajat Kapoor', 'Ishita Dutta', 'Mrunal Jadhav', 'Rishab Chadha', 'Prasanna Ketkar', 'Kamlesh Sawant', 'Yogesh Sonam', 'Yogesh Soman', 'Prathamesh Parab', 'Sharad Bhutadiya', 'Samar Parshuram', 'Ashish Warang', 'Anil Nagarkar', 'Tarun Shukla', 'Smita Inamdar']",
Autumn Sonata,Höstsonaten,1978,8.1,99,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.","['Drama', 'Music']",https://www.imdb.com/title/tt0077711/,"['Ingrid Bergman', 'Liv Ullmann', 'Lena Nyman', 'Halvar Björk', 'Marianne Aminoff', 'Arne Bang-Hansen', 'Gunnar Björnstrand', 'Erland Josephson', 'Georg Løkkeberg', 'Mimi Pollak', 'Linn Ullmann', 'Eva von Hanno', 'Knut Wigert']",
